category_id,description,parent_id_category,root_id_category
2233,embalagem,2137,2139
2234,ergonomia e prevencao de acidentes,2137,2139
2235,ergonomia e protecao,2137,2139
2236,espelhos,2137,2139
2237,etiquetas de embalagem,2137,2139
2238,etiquetas e marcadores,2137,2139
2239,fita para empacotamento,2137,2139
2240,garagem e estacionamento,2137,2139
2241,gestao de armazem,2137,2139
2242,higiene e coleta,2137,2139
2243,identificacao patrimonial,2137,2139
2244,identificacao pessoal,2137,2139
2245,iluminacao,2137,2139
2246,inspecao e controle,2137,2139
2247,isolamento de area,2137,2139
2248,lacres e abracadeiras,2137,2139
2249,manutencao e seguranca eletrica,2137,2139
2250,placas e paineis,2137,2139
2251,plastico bolha,2137,2139
2252,protetores e suportes,2137,2139
2253,seguranca de produtos perigosos,2137,2139
2254,sinalizacao de emergencia e incendio,2137,2139
2255,sinalizacao industrial,2137,2139
2256,sinalizacao tatil,2137,2139
2257,transporte de cargas perigosas,2137,2139
2258,artigos esportivos,2138,2138
2259,emagrecimento,2138,2138
2260,energia,2138,2138
2261,fitoterapicos / funcionais,2138,2138
2262,massa muscular,2138,2138
2263,pele,2138,2138
2264,suplemento infantil,2138,2138
2265,vitaminas & minerais,2138,2138
2266,telcos,1294,1294
2267,tickets,1295,1295
2268,limpeza,573,573
2269,passagem/hospedagem,1296,1296
2270,wearable,2139,2139
2271,aquarela,2210,1289
2272,guache,2210,1289
2273,kit de pintura,2210,1289
2274,lantejoulas e glitter,2210,1289
2275,pincel,2210,1289
2276,purpurina,2210,1289
2277,telas,2210,1289
2278,tintas,2210,1289
2279,tnt ,2210,1289
2280,caixas e embalagens,2212,1289
2281,chaveiros,2212,1289
2282,isqueiros,2212,1289
2283,aperol,2158,1297
2284,cervejas,2158,1297
2285,champagnes e espumantes,2158,1297
2286,conhaque,2158,1297
2287,gin,2158,1297
2288,grappa,2158,1297
2289,kits de bebidas e outras bebidas,2158,1297
2290,licor,2158,1297
2291,pingas e cachacas,2158,1297
2292,piscos,2158,1297
2293,rum,2158,1297
2294,saque,2158,1297
2295,steinhager,2158,1297
2296,tequila,2158,1297
2297,vermutes,2158,1297
2298,vinhos,2158,1297
2299,vodkas,2158,1297
2300,whisky,2158,1297
2301,agua coco,2159,1297
2302,aguas,2159,1297
2303,energeticos,2159,1297
2304,isotonicos,2159,1297
2305,refrigerantes,2159,1297
2306,sucos e nectars,2159,1297
2307,xaropes,2159,1297
2308,biscoitos,2160,1297
2309,salgadinhos,2160,1297
2310,snacks,2160,1297
2311,balas chicletes e pirulito,2161,1297
2312,bombons,2161,1297
2313,chocolates,2161,1297
2314,ovos de pascoa,2161,1297
2315,adestramento e comportamento,2217,1290
2316,alimentacao e acessorios,2217,1290
2317,brinquedos,2217,1290
2318,casinha e acessorios,2217,1290
2319,coleiras guias e peitorais,2217,1290
2320,higiene e limpeza,2217,1290
2321,medicina e saude,2217,1290
2322,moda e acessorios,2217,1290
2323,transporte,2217,1290
2324,achocolatados,2162,1297
2325,cafes,2162,1297
2326,chas,2162,1297
2327,aves,2163,1297
2328,carnes bovinas,2163,1297
2329,carnes exoticas,2163,1297
2330,carnes suinas,2163,1297
2331,frutos do mar,2163,1297
2332,linguica,2163,1297
2333,peixes,2163,1297
2334,azeites,2164,1297
2335,ervas,2164,1297
2336,especiarias e temperos,2164,1297
2337,maionese,2164,1297
2338,molhos,2164,1297
2339,oleos,2164,1297
2340,sal,2164,1297
2341,temperos prontos,2164,1297
2342,vinagres e balsamicos,2164,1297
2343,frutas congeladas,2165,1297
2344,hamburguer,2165,1297
2345,legumes congelados,2165,1297
2346,paes,2165,1297
2347,petiscos e empanados,2165,1297
2348,pratos prontos,2165,1297
2349,sucos e sobremesas,2165,1297
2350,acucares,2166,1297
2351,adocantes,2166,1297
2352,coberturas,2166,1297
2353,doces,2166,1297
2354,geleias,2166,1297
2355,ingredientes para preparo,2166,1297
2356,misturas em po,2166,1297
2357,pastas e cremes,2166,1297
2358,azeitonas,2167,1297
2359,cogumelos,2167,1297
2360,ervilha,2167,1297
2361,frutas,2167,1297
2362,milho,2167,1297
2363,outros vegetais,2167,1297
2364,palmito,2167,1297
2365,pates e antepastos,2167,1297
2366,peixes e carnes,2167,1297
2367,pratos prontos,2167,1297
2368,seleta,2167,1297
2369,apontador,2215,1289
2370,apontadores,2215,1289
2371,borrachas,2215,1289
2372,botton,2215,1289
2373,cadernos,2215,1289
2374,calculadora,2215,1289
2375,caneta,2215,1289
2376,carga de caneta,2215,1289
2377,carimbos,2215,1289
2378,colas,2215,1289
2379,compassos,2215,1289
2380,cordao de cracha,2215,1289
2381,corretivos,2215,1289
2382,envelope,2215,1289
2383,espatulas e estecas,2215,1289
2384,estiletes,2215,1289
2385,estojos e necessaires,2215,1289
2386,etiquetas,2215,1289
2387,ficharios e acessorios,2215,1289
2388,fita adesiva e suporte,2215,1289
2389,fragmentadora de papel,2215,1289
2390,giz pastel e cera,2215,1289
2391,globos e mapas,2215,1289
2392,grampeadores perfuradores e acessorios,2215,1289
2393,guilhotina,2215,1289
2394,imas e produtos magneticos,2215,1289
2395,kit escolar / criativos,2215,1289
2396,lancheiras e garrafas,2215,1289
2397,lapis,2215,1289
2398,lapis de cor ,2215,1289
2399,lapis carvao e grafite,2215,1289
2400,lapiseira,2215,1289
2401,massa de modelar,2215,1289
2402,percevejo,2215,1289
2403,pesos de papel,2215,1289
2404,plasticos para encapar,2215,1289
2405,plastificadora e suprimentos,2215,1289
2406,porta-cartoes,2215,1289
2407,pranchetas,2215,1289
2408,quadros corticas e apagadores,2215,1289
2409,regua esquadro e transferidor,2215,1289
2410,rotuladores / impressoras de etiqueta,2215,1289
2411,tesoura escolar,2215,1289
2412,farinhas,2168,1297
2413,farofas,2168,1297
2414,frios e embutidos,2169,1297
2415,iogurtes e leites fermentados,2169,1297
2416,leites ,2169,1297
2417,manteigas e margarinas,2169,1297
2418,queijos,2169,1297
2419,adestramento e comportamento,2218,1290
2420,alimentacao e acessorios,2218,1290
2421,brinquedos,2218,1290
2422,casinha e acessorios,2218,1290
2423,coleiras guias e peitorais,2218,1290
2424,higiene e limpeza,2218,1290
2425,medicina e saude,2218,1290
2426,moda e acessorios,2218,1290
2427,transporte,2218,1290
2428,graos,2170,1297
2429,sementes,2170,1297
2430,frutas,2171,1297
2431,legumes,2171,1297
2432,ovos,2171,1297
2433,temperos frescos,2171,1297
2434,verduras,2171,1297
2439,casa em geral,2268,573
2440,desodorizador e aromatizantes ,2268,573
2441,roupas e calcados,2268,573
2442,utensilios para limpeza ,2268,573
2443,balaustre de madeira,2182,8
2444,caibro de madeira,2182,8
2445,chapas de madeira,2182,8
2446,deck de madeira e compomentes,2182,8
2447,escada de madeira,2182,8
2448,lapis de carpinteiro,2182,8
2449,massa para correcao de madeira,2182,8
2450,painel de madeira,2182,8
2451,pisos e laminados de madeira,2182,8
2452,prancha de madeira,2182,8
2453,ripas de madeira,2182,8
2454,tabua de madeira,2182,8
2455,viga de madeira,2182,8
2456,macarrao instantaneo,2172,1297
2457,massas frescas,2172,1297
2458,massas secas,2172,1297
2459,animais decorativos,2192,1286
2460,aparador de livros,2192,1286
2461,artigos religiosos,2192,1286
2462,azulejos decorativos,2192,1286
2463,cinzeiro,2192,1286
2464,cofre decorativo,2192,1286
2465,escultura e estatua,2192,1286
2466,garrafa decorativa,2192,1286
2467,globo terrestre,2192,1286
2468,ima de geladeira,2192,1286
2469,letra decorativa,2192,1286
2470,mala e bau,2192,1286
2471,miniaturas,2192,1286
2472,outros,2192,1286
2473,placa decorativa,2192,1286
2474,puxador decorativo,2192,1286
2482,bolos,2173,1297
2483,cereais,2173,1297
2484,cesta de natal,2173,1297
2485,doces,2173,1297
2486,panetones e chocotones,2173,1297
2487,pao,2173,1297
2488,torradas,2173,1297
2489,arquivos e pastas,2216,1289
2490,bobina de papel,2216,1289
2491,clips tachinhas e elasticos,2216,1289
2492,organizadores,2216,1289
2493,papeis,2216,1289
2494,alimentacao e acessorios,2219,1290
2495,gaiolas e acessorios,2219,1290
2496,medicina e saude,2219,1290
2497,alimentacao e acessorios,2220,1290
2498,aquario e acessorios,2220,1290
2499,manutencao e limpeza,2220,1290
2500,medicina e saude,2220,1290
2501,acessorios,2193,1286
2502,cortinas,2193,1286
2503,persianas,2193,1286
2504,porta cd,2195,1286
2505,porta controle,2195,1286
2506,porta guarda-chuva,2195,1286
2507,porta treco,2195,1286
2508,porta-chave,2195,1286
2509,porta-joia e relogio,2195,1286
2510,alimentacao e acessorios,2221,1290
2511,habit e acessorios,2221,1290
2512,medicina e saude,2221,1290
2513,alimentacao e acessorios,2222,1290
2514,brinquedos,2222,1290
2515,gaiolas e acessorios,2222,1290
2516,higiene e limpeza,2222,1290
2517,medicina e saude,2222,1290
2518,moda e acessorios,2222,1290
2519,pures,2174,1297
2520,sopas,2174,1297
2521,calcinha,2207,803
2522,cuecas,2207,803
2523,meias,2207,803
2524,pijamas,2207,803
2525,castical e candelabro,2199,1286
2526,lanterna,2199,1286
2527,porta-vela,2199,1286
2528,vela,2199,1286
2529,cha pronto ,2326,1297
2530,cha sache e po,2326,1297
2531,farinha ou amido de milho,2412,1297
2532,fuba,2412,1297
2533,mandioca,2412,1297
2534,outros,2412,1297
2535,polvilho e fecula de mandioca,2412,1297
2536,rosca,2412,1297
2537,trigo,2412,1297
2540,frescas,2430,1297
2541,secas,2430,1297
2542,arroz,2428,1297
2543,feijao,2428,1297
2544,outros,2428,1297
2545,preparos para sobremesa,2356,1297
2546,ketchup e barbecue,2338,1297
2547,molho polpa e extrato de tomate,2338,1297
2548,molhos diversos,2338,1297
2549,mostarda,2338,1297
2550,livros,16,16
2551,instrumentos musicais,1,1
2552,conjunto de moveis,572,572
2553,artigos para animals em geral,1290,1290
2555,sabonetes,133,18
2556,alimentos infantis,1297,1297
2557,cortina de ar,2,2
2558,acessorios ar e ventilacao,2,2
2559,limpeza automotiva,3,3
2560,ballet jazz e dancas,802,802
2561,vestuario,2560,802
2562,acessorios,2560,802
2563,agencia de turismo,1,1
2564,agencia de turismo,2563,2563
2565,app,1,1
2566,app,2565,2565
2567,cupom,1,1
2568,cupom,2567,2567
2569,d2d,1,1
2570,d2d,2569,2569
2571,gift card,1,1
2574,tatuagem,5,5
2575,artigos de tiro e pesca,1,1
2576,artigos de tiro e pesca,2575,2575
2577,seguros garantias e assinaturas,1,1
2578,seguros garantias e assinaturas,2577,2577
2579,lubrificantes e aditivos,3,3
2580,bebidas,1297,1297
2581,split + cassete,21,2
2582,janela,21,2
2583,maquina de lavar,77,10
2584,tanquinho,77,10
2585,lava e seca,77,10
2586,embutir,72,10
2587,eletrico,72,10
2588,freezer horizontal,73,10
2589,freezer vertical tradicional,73,10
2590,freezer vertical expositor,73,10
2591,coifa,10,10
2592,depurador,10,10
2593,cervejeira,10,10
2594,outros,21,2
2595,acai,2165,1297
2596,chantilly,2357,1297
2597,creme de leite,2357,1297
2598,leite condensado,2357,1297
2599,sorvetes,2349,1297
2600,sabonete infantil,37,4
2601,hidratante corporal,217,5
2602,clareador dental,132,18
2603,escova dental eletrica,132,18
2604,ortodontico,132,18
2605,barra,2555,18
2606,liquido,2555,18
2607,absorventes,385,18
2608,papel higiencio,385,18
2609,desodorante intimo,385,18
2610,sabonete intimo,385,18
2611,lenco intimo umedecido,385,18
2612,acessorios,385,18
2613,balanca,134,18
2614,acessorios,388,18
2615,alcool,2439,573
2616,alvejante (com e sem cloro) e agua sanitaria,2441,573
2617,amaciante,2441,573
2618,antimofo,2439,573
2619,ceras e polidores,2439,573
2620,desengordurante,2439,573
2621,desinfetante,2439,573
2622,desentupidor,2439,573
2623,sabao em po para roupas,2441,573
2624,sabao liquido para roupas,2441,573
2625,detergente louca,2439,573
2626,inseticida,2439,573
2627,limpa pedra,2439,573
2628,limpa vidros,2439,573
2629,limpador multiuso,2439,573
2630,limpadores em geral,2439,573
2631,lustra movel,2439,573
2632,produtos para maquina de lavar louca,2439,573
2633,removedor,2439,573
2634,sabao em barra,2441,573
2635,saponaceo,2439,573
2636,tira limo / banheiro,2439,573
2637,agua de passar,2441,573
2638,produtos para limpar calcados e tenis,2441,573
